nom;mode;operateur
4151;Bus;Keolis Val d'Yerres Val de Seine
4116;Bus;Keolis Val d'Yerres Val de Seine
4117;Bus;Keolis Val d'Yerres Val de Seine
4121;Bus;Keolis Val d'Yerres Val de Seine
4277;Bus;TISSE
4340;Bus;Keolis Val d'Essonne Deux Vallées
4203;Bus;TISSE
3307;Bus;Francilité Pays de Montereau
3302;Bus;Francilité Pays de Montereau
3438;Bus;Transdev Pays de Fontainebleau
3434;Bus;Transdev Pays de Fontainebleau
3435;Bus;Transdev Pays de Fontainebleau
3436;Bus;Transdev Pays de Fontainebleau
3430;Bus;Transdev Pays de Fontainebleau
3433;Bus;Transdev Pays de Fontainebleau
3319;Bus;Francilité Pays de Montereau
3240;Bus;Francilité Grand Provinois
3243;Bus;Francilité Grand Provinois
3244;Bus;Francilité Grand Provinois
3201;Bus;Francilité Grand Provinois
3242;Bus;Francilité Grand Provinois
3256;Bus;Francilité Grand Provinois
3250;Bus;Francilité Grand Provinois
3257;Bus;Francilité Grand Provinois
3258;Bus;Francilité Grand Provinois
3202;Bus;Francilité Grand Provinois
3252;Bus;Francilité Grand Provinois
3253;Bus;Francilité Grand Provinois
3260;Bus;Francilité Grand Provinois
9518;Bus;Keolis Nord Val d’Oise
5278;Bus;Transdev Sud Yvelines
7807;Bus;Francilité Express Ouest
5340;Bus;Transdev Sud Yvelines
5188;Bus;Francilité Saint-Quentin-en-Yvelines
5189;Bus;Francilité Saint-Quentin-en-Yvelines
5190;Bus;Francilité Saint-Quentin-en-Yvelines
5191;Bus;Francilité Saint-Quentin-en-Yvelines
5192;Bus;Francilité Saint-Quentin-en-Yvelines
5193;Bus;Francilité Saint-Quentin-en-Yvelines
5194;Bus;Francilité Saint-Quentin-en-Yvelines
5195;Bus;Francilité Saint-Quentin-en-Yvelines
5196;Bus;Francilité Saint-Quentin-en-Yvelines
5141;Bus;Francilité Saint-Quentin-en-Yvelines
5140;Bus;Francilité Saint-Quentin-en-Yvelines
3101;Bus;Keolis Portes et Val de Brie
440;Bus;Transdev Côteaux de la Marne
451;Bus;Transdev Côteaux de la Marne
3121;Bus;Keolis Portes et Val de Brie
423;Bus;Keolis Portes et Val de Brie
431;Bus;Transdev Côteaux de la Marne
432;Bus;Transdev Côteaux de la Marne
433;Bus;Transdev Côteaux de la Marne
434;Bus;Transdev Côteaux de la Marne
435;Bus;Transdev Côteaux de la Marne
436;Bus;Transdev Côteaux de la Marne
22;Bus;Keolis Roissy Pays de France Ouest
23;Bus;Keolis Roissy Pays de France Ouest
25;Bus;Keolis Roissy Pays de France Ouest
24;Bus;Keolis Roissy Pays de France Ouest
24 S;Bus;Keolis Roissy Pays de France Ouest
35;Bus;Keolis Roissy Pays de France Ouest
36;Bus;Keolis Roissy Pays de France Ouest
37;Bus;Keolis Roissy Pays de France Ouest
2252;Bus;Transdev Marne-la-Vallée
2251;Bus;Transdev Marne-la-Vallée
2290;Bus;Transdev Marne-la-Vallée
2250;Bus;Transdev Marne-la-Vallée
2291;Bus;Transdev Marne-la-Vallée
3117;Bus;Keolis Portes et Val de Brie
2221;Bus;Transdev Marne-la-Vallée
2222;Bus;Transdev Marne-la-Vallée
2223;Bus;Transdev Marne-la-Vallée
2225;Bus;Transdev Marne-la-Vallée
2226;Bus;Transdev Marne-la-Vallée
2229;Bus;Transdev Marne-la-Vallée
2292;Bus;Transdev Marne-la-Vallée
2234;Bus;Transdev Marne-la-Vallée
2253;Bus;Transdev Marne-la-Vallée
2220;Bus;Transdev Marne-la-Vallée
2233;Bus;Transdev Marne-la-Vallée
2244;Bus;Transdev Marne-la-Vallée
18E;Bus;Transdev Marne-et-Ourcq
2263;Bus;Transdev Marne-la-Vallée
EX 19;Bus;Keolis Grand Paris Vallée de la Marne
6542;Bus;Keolis Seine et Oise Est
6527;Bus;Keolis Seine et Oise Est
6528;Bus;Keolis Seine et Oise Est
6571;Bus;Keolis Seine et Oise Est
6543;Bus;Keolis Seine et Oise Est
6537;Bus;Keolis Seine et Oise Est
6518;Bus;Keolis Seine et Oise Est
7808;Bus;Francilité Express Ouest
6541;Bus;Keolis Seine et Oise Est
7801;Bus;Keolis Seine et Oise Est
2128;Bus;Keolis Roissy Pays de France Est
2130;Bus;Keolis Roissy Pays de France Est
2120;Bus;Keolis Roissy Pays de France Est
2169;Bus;Keolis Roissy Pays de France Est
20E;Bus;Transdev Marne-et-Ourcq
4540;Bus;Transdev Cœur Essonne
4541;Bus;Transdev Cœur Essonne
4523;Bus;Transdev Cœur Essonne
4205;Bus;TISSE
4505;Bus;Transdev Cœur Essonne
141;Bus;RATP
4516;Bus;Transdev Cœur Essonne
1519;Bus;Transdev Valmy
30-42;Bus;Francilité Val Parisis
30-43;Bus;Francilité Val Parisis
95-03A;Bus;Francilité Val Parisis
95-03B;Bus;Francilité Val Parisis
143;Bus;RATP
95-19;Bus;Francilité Val Parisis
95-20;Bus;Francilité Val Parisis
144;Bus;RATP
95-21;Bus;Francilité Val Parisis
95-26;Bus;Francilité Val Parisis
Navette;Bus;Francilité Val Parisis
CitéVal N;Bus;Francilité Val Parisis
145;Bus;RATP
CitéVal S;Bus;Francilité Val Parisis
3801;Bus;Francilité Val Parisis
146;Bus;RATP
1520;Bus;Transdev Valmy
1521;Bus;Transdev Valmy
3804;Bus;Francilité Val Parisis
5232;Bus;Transdev Sud Yvelines
5313;Bus;Transdev Sud Yvelines
147;Bus;RATP
10;Bus;RD Saclay
148;Bus;RATP
5252;Bus;Transdev Sud Yvelines
11;Bus;RD Saclay
150;Bus;RATP
5146;Bus;Francilité Express Ouest
151;Bus;RATP
5363;Bus;Transdev Sud Yvelines
5347;Bus;Transdev Sud Yvelines
5359;Bus;Transdev Sud Yvelines
152;Bus;RATP
12;Bus;RD Saclay
153;Bus;RATP
5337;Bus;Transdev Sud Yvelines
157;Bus;RATP
158;Bus;RATP
5282;Bus;Transdev Sud Yvelines
5283;Bus;Transdev Sud Yvelines
5284;Bus;Transdev Sud Yvelines
5285;Bus;Transdev Sud Yvelines
5286;Bus;Transdev Sud Yvelines
159;Bus;RATP
5287;Bus;Transdev Sud Yvelines
5291;Bus;Transdev Sud Yvelines
5292;Bus;Transdev Sud Yvelines
5293;Bus;Transdev Sud Yvelines
5294;Bus;Transdev Sud Yvelines
5279;Bus;Transdev Sud Yvelines
160;Bus;RATP
5242;Bus;Transdev Sud Yvelines
5281;Bus;Transdev Sud Yvelines
162;Bus;RATP
163;Bus;RATP
5330;Bus;Transdev Sud Yvelines
5290;Bus;Transdev Sud Yvelines
13;Bus;RD Saclay
5153;Bus;Francilité Express Ouest
5227;Bus;Transdev Sud Yvelines
5228;Bus;Transdev Sud Yvelines
5236;Bus;Transdev Sud Yvelines
6176;Bus;Keolis Vélizy Vallée de la Bièvre
164;Bus;RATP
6183;Bus;Keolis Vélizy Vallée de la Bièvre
6163;Bus;Keolis Vélizy Vallée de la Bièvre
165;Bus;RATP
166;Bus;RATP
167;Bus;RATP
169;Bus;RATP
170;Bus;RATP
171;Bus;RATP
172;Bus;RATP
43;Bus;RATP
46;Bus;RATP
47;Bus;RATP
48;Bus;RATP
52;Bus;RATP
54;Bus;RATP
56;Bus;RATP
57;Bus;RATP
58;Bus;RATP
60;Bus;RATP
61;Bus;RATP
62;Bus;RATP
63;Bus;RATP
64;Bus;RATP
66;Bus;RATP
67;Bus;RATP
68;Bus;RATP
69;Bus;RATP
70;Bus;RATP
72;Bus;RATP
73;Bus;RATP
74;Bus;RATP
75;Bus;RATP
76;Bus;RATP
80;Bus;RATP
173;Bus;RATP
174;Bus;RATP
175;Bus;RATP
176;Bus;RATP
177;Bus;RATP
178;Bus;RATP
179;Bus;RATP
180;Bus;RATP
181;Bus;RATP
182;Bus;RATP
183;Bus;RATP
184;Bus;RATP
185;Bus;RATP
186;Bus;RATP
187;Bus;RATP
188;Bus;RATP
189;Bus;RATP
190;Bus;RATP
191;Bus;RATP
192;Bus;RATP
194;Bus;RATP
195;Bus;RATP
196;Bus;RATP
197;Bus;RATP
199;Bus;RATP
112;Bus;RATP
113;Bus;RATP
114;Bus;RATP
115;Bus;RATP
116;Bus;RATP
117;Bus;RATP
118;Bus;RATP
119;Bus;RATP
120;Bus;RATP
121;Bus;RATP
122;Bus;RATP
123;Bus;RATP
124;Bus;RATP
125;Bus;RATP
126;Bus;RATP
127;Bus;RATP
128;Bus;RATP
129;Bus;RATP
131;Bus;RATP
132;Bus;RATP
133;Bus;RATP
137;Bus;RATP
138;Bus;RATP
139;Bus;RATP
140;Bus;RATP
17E;Bus;Transdev Brie et 2 Morin
TVM;Bus;RATP
20;Bus;RATP
21;Bus;RATP
22;Bus;RATP
24;Bus;RATP
26;Bus;RATP
27;Bus;RATP
28;Bus;RATP
29;Bus;RATP
30;Bus;RATP
31;Bus;RATP
32;Bus;RATP
38;Bus;RATP
39;Bus;RATP
42;Bus;RATP
1205;Bus;Francilité Seine et Oise
1231;Bus;Francilité Seine et Oise
1234;Bus;Francilité Seine et Oise
1227;Bus;Francilité Seine et Oise
426;Bus;RATP
6227;Bus;Transdev Versailles
6231;Bus;Transdev Versailles
459;Bus;RATP
471;Bus;RATP
6216;Bus;Transdev Versailles
7803;Bus;Francilité Express Ouest
37;Bus;Keolis Argenteuil Boucles de Seine
40;Bus;Keolis Argenteuil Boucles de Seine
6280;Bus;Transdev Versailles
3407;Bus;Transdev Pays de Fontainebleau
4531;Bus;Transdev Cœur Essonne
4534;Bus;Transdev Cœur Essonne
4533;Bus;Transdev Cœur Essonne
7704;Bus;Francilité Grand Provinois
7705;Bus;Francilité Grand Provinois
3251;Bus;Francilité Grand Provinois
3262;Bus;Francilité Grand Provinois
3215;Bus;Francilité Grand Provinois
4326;Bus;Keolis Val d'Essonne Deux Vallées
TàD 4597;Bus;Transdev Cœur Essonne
Soir;Bus;Keolis Val d'Essonne Deux Vallées
595;Bus;RATP
7821;Bus;Keolis Seine et Oise Est
Selected;Bus;Magical Shuttle
642;Bus;Transdev Nord Seine-Saint-Denis
644;Bus;Keolis Grand Paris Vallée de la Marne
5402;Bus;RD Mantois
5420;Bus;RD Mantois
5405;Bus;RD Mantois
5414;Bus;RD Mantois
5406;Bus;RD Mantois
5407;Bus;RD Mantois
5425;Bus;RD Mantois
5408;Bus;RD Mantois
5427;Bus;RD Mantois
4221;Bus;TISSE
4201;Bus;TISSE
4206;Bus;TISSE
4212;Bus;TISSE
4204;Bus;TISSE
4241;Bus;TISSE
4202;Bus;TISSE
4217;Bus;TISSE
4244;Bus;TISSE
4246;Bus;TISSE
4213;Bus;TISSE
4214;Bus;TISSE
4245;Bus;TISSE
3613;Bus;Transdev Melun
9;Bus;Keolis Grand Paris Vallée de la Marne
3259;Bus;Francilité Grand Provinois
3655;Bus;Transdev Melun
4309;Bus;Keolis Val d'Essonne Deux Vallées
6563;Bus;Keolis Seine et Oise Est
S9;Bus;RD Saclay
1255;Bus;Francilité Seine et Oise
1204;Bus;Francilité Seine et Oise
Qs;Bus;Transdev Marne-et-Ourcq
Fs;Bus;Transdev Marne-et-Ourcq
Ls;Bus;Transdev Marne-et-Ourcq
Ms;Bus;Transdev Marne-et-Ourcq
Os;Bus;Transdev Marne-et-Ourcq
N;Bus;Transdev Marne-et-Ourcq
Ns;Bus;Transdev Marne-et-Ourcq
E;Bus;Transdev Marne-et-Ourcq
Es;Bus;Transdev Marne-et-Ourcq
6246;Bus;Transdev Versailles
500;Bus;Keolis Grand Paris Vallée de la Marne
25;Bus;RATP
45;Bus;RATP
59;Bus;RATP
71;Bus;RATP
7820;Bus;RD Mantois
77;Bus;RATP
Ks;Bus;Transdev Marne-et-Ourcq
5183;Bus;Francilité Saint-Quentin-en-Yvelines
5184;Bus;Francilité Saint-Quentin-en-Yvelines
5185;Bus;Francilité Saint-Quentin-en-Yvelines
5186;Bus;Francilité Saint-Quentin-en-Yvelines
6253;Bus;Transdev Versailles
6254;Bus;Transdev Versailles
4462;Bus;Francilité Ouest Essonne
4463;Bus;Francilité Ouest Essonne
3778;Bus;Transdev Senart
3773;Bus;Transdev Senart
3776;Bus;Transdev Senart
29B;Bus;Transdev Brie et 2 Morin
29M;Bus;Transdev Brie et 2 Morin
9111;Bus;Francilité Express Ouest
3411;Bus;Transdev Pays de Fontainebleau
7802;Bus;Francilité Express Ouest
PC;Bus;RATP
95-48;Bus;Transdev Vexin
71;Bus;Transdev Brie et 2 Morin
3659;Bus;Transdev Melun
5123;Bus;Francilité Saint-Quentin-en-Yvelines
5124;Bus;Francilité Saint-Quentin-en-Yvelines
5125;Bus;Francilité Saint-Quentin-en-Yvelines
6252;Bus;Transdev Versailles
O;Bus;Autocars Dominique
441;Bus;Transdev Côteaux de la Marne
442;Bus;Transdev Côteaux de la Marne
446;Bus;Transdev Côteaux de la Marne
447;Bus;Transdev Côteaux de la Marne
448;Bus;Transdev Côteaux de la Marne
4404;Bus;Francilité Ouest Essonne
3254;Bus;Francilité Grand Provinois
3255;Bus;Francilité Grand Provinois
3247;Bus;Francilité Grand Provinois
3248;Bus;Francilité Grand Provinois
209;Bus;RATP
K;Bus;Autocars Dominique
6523;Bus;Keolis Seine et Oise Est
5237;Bus;Transdev Sud Yvelines
5328;Bus;Transdev Sud Yvelines
5371;Bus;Transdev Sud Yvelines
5343;Bus;Transdev Sud Yvelines
4451;Bus;Francilité Ouest Essonne
4452;Bus;Francilité Ouest Essonne
4453;Bus;Francilité Ouest Essonne
4454;Bus;Francilité Ouest Essonne
2280;Bus;Transdev Marne-la-Vallée
L;Bus;Keolis Argenteuil Boucles de Seine
T;Bus;Keolis Argenteuil Boucles de Seine
S3;Bus;Keolis Argenteuil Boucles de Seine
S4;Bus;Keolis Argenteuil Boucles de Seine
S7;Bus;Keolis Argenteuil Boucles de Seine
S1;Bus;Keolis Argenteuil Boucles de Seine
B;Bus;Keolis Argenteuil Boucles de Seine
F;Bus;Keolis Argenteuil Boucles de Seine
S5;Bus;Keolis Argenteuil Boucles de Seine
P;Bus;Keolis Argenteuil Boucles de Seine
S2;Bus;Keolis Argenteuil Boucles de Seine
41B;Bus;Transdev Brie et 2 Morin
15;Bus;RD Saclay
3429;Bus;Transdev Pays de Fontainebleau
3421;Bus;Transdev Pays de Fontainebleau
32S;Bus;Transdev Brie et 2 Morin
5431;Bus;RD Mantois
34;Bus;Keolis Roissy Pays de France Ouest
11.5;Bus;Keolis Roissy Pays de France Ouest
1352;Bus;Keolis Nord Val d’Oise
1354;Bus;Keolis Nord Val d’Oise
5114;Bus;Francilité Saint-Quentin-en-Yvelines
301;Bus;RATP
302;Bus;RATP
303;Bus;RATP
304;Bus;RATP
306;Bus;RATP
308;Bus;RATP
310;Bus;RATP
312;Bus;RATP
317;Bus;RATP
318;Bus;RATP
319;Bus;RATP
320;Bus;RATP
321;Bus;RATP
322;Bus;RATP
323;Bus;RATP
325;Bus;RATP
330;Bus;RATP
340;Bus;RATP
341;Bus;RATP
346;Bus;RATP
350;Bus;RATP
351;Bus;RATP
ROISSYBUS;Bus;RATP
355;Bus;RATP
356;Bus;RATP
252;Bus;RATP
253;Bus;RATP
255;Bus;RATP
256;Bus;RATP
258;Bus;RATP
261;Bus;RATP
262;Bus;Keolis Argenteuil Boucles de Seine
268;Bus;RATP
269;Bus;RATP
270;Bus;RATP
272;Bus;RATP
274;Bus;RATP
275;Bus;RATP
276;Bus;RATP
278;Bus;RATP
281;Bus;RATP
285;Bus;RATP
286;Bus;RATP
289;Bus;RATP
290;Bus;RATP
291;Bus;RATP
292;Bus;RATP
294;Bus;RATP
297;Bus;RATP
299;Bus;RATP
360;Bus;RATP
361;Bus;RATP
366;Bus;RATP
367;Bus;RATP
368;Bus;RATP
370;Bus;RATP
372;Bus;RATP
378;Bus;RATP
385;Bus;RATP
388;Bus;RATP
389;Bus;RATP
390;Bus;RATP
391;Bus;RATP
393;Bus;RATP
394;Bus;RATP
395;Bus;RATP
396;Bus;RATP
399;Bus;RATP
421;Bus;Keolis Grand Paris Vallée de la Marne
467;Bus;RATP
485;Bus;RATP
488;Bus;RATP
492;Bus;RATP
CHARONNE;Bus;RATP
BIEVRES;Bus;RATP
C;RER;SNCF
E;RER;SNCF
A;RER;SNCF
B;RER;SNCF
FUN;Funicular;RATP
N1;Bus;ADP
4218;Bus;TISSE
T14;Tramway;STRETTO
7823;Bus;RD Mantois
5187;Bus;Francilité Saint-Quentin-en-Yvelines
P;Bus;Autocars Dominique
5436;Bus;RD Mantois
12 ZI;Bus;Keolis Roissy Pays de France Ouest
5113;Bus;Francilité Saint-Quentin-en-Yvelines
3241;Bus;Francilité Grand Provinois
A14;Bus;Transdev Boucle des Lys
Soir;Bus;Transdev Sud Yvelines
4575;Bus;Transdev Cœur Essonne
N2;Bus;ADP
4455;Bus;Francilité Ouest Essonne
